[2025-09-01 22:53:17] [INFO    ] discord.client: logging in using static token
[2025-09-01 22:53:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Bobzilla', 'primary_guild': None, 'mfa_enabled': False, 'id': '1412072574342529095', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '3764', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '8656475ef4a588142d41f29caba8ace6', 'resume_gateway_url': 'wss://gateway-us-east1-b.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1412077663777984594'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['london', 'rotterdam', 'paris', 'frankfurt', 'frankfurt-two'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1412072574342529095', 'flags': 565248}, '_trace': ['["gateway-prd-arm-us-east1-b-38w5",{"micros":110604,"calls":["id_created",{"micros":409,"calls":[]},"session_lookup_time",{"micros":305,"calls":[]},"session_lookup_finished",{"micros":10,"calls":[]},"discord-sessions-prd-2-7",{"micros":109481,"calls":["start_session",{"micros":94355,"calls":["discord-api-rpc-6bbfb49fc7-hjjmb",{"micros":63110,"calls":["get_user",{"micros":5509},"get_guilds",{"micros":5316},"send_scheduled_deletion_message",{"micros":10},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":15},"pending_payments",{"micros":19671},"apex_experiments",{"micros":2925},"user_activities",{"micros":5},"played_application_ids",{"micros":3}]}]},"starting_guild_connect",{"micros":53,"calls":[]},"presence_started",{"micros":6323,"calls":[]},"guilds_started",{"micros":70,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":8659,"calls":[]},"connect_finished",{"micros":8663,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
[2025-09-01 22:53:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:18] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 8656475ef4a588142d41f29caba8ace6).
[2025-09-01 22:53:18] [DEBUG   ] discord.client: Dispatching event connect
[2025-09-01 22:53:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'roles': [{'version': 1756735950525, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1412077663777984594', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1756736261134, 'unicode_emoji': None, 'tags': {'bot_id': '1412072574342529095'}, 'position': 1, 'permissions': '39913465966400', 'name': 'Bobzilla', 'mentionable': False, 'managed': True, 'id': '1412078967724441684', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'voice_states': [], 'incidents_data': None, 'icon': None, 'profile': None, 'preferred_locale': 'en-US', 'system_channel_flags': 0, 'moderator_reporting': None, 'member_count': 2, 'owner_id': '1410659438976831609', 'lazy': True, 'hub_type': None, 'premium_features': None, 'id': '1412077663777984594', 'verification_level': 0, 'explicit_content_filter': 0, 'latest_onboarding_question_id': None, 'name': "Bobzilla's server", 'stickers': [], 'max_stage_video_channel_users': 50, 'default_message_notifications': 0, 'premium_tier': 0, 'application_command_counts': {}, 'rules_channel_id': None, 'owner_configured_content_level': 0, 'system_channel_id': '1412077665254637621', 'application_id': None, 'threads': [], 'features': [], 'large': False, 'home_header': None, 'banner': None, 'embedded_activities': [], 'splash': None, 'description': None, 'premium_progress_bar_enabled': False, 'public_updates_channel_id': None, 'members': [{'user': {'username': 'bobzilla_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410659438976831609', 'global_name': 'Bobzilla', 'display_name_styles': None, 'display_name': 'Bobzilla', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:12:30.291000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Bobzilla', 'public_flags': 0, 'primary_guild': None, 'id': '1412072574342529095', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '3764', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412078967724441684'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:17:41.156840+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_scheduled_events': [], 'discovery_splash': None, 'inventory_settings': None, 'nsfw': False, 'max_video_channel_users': 25, 'mfa_level': 0, 'activity_instances': [], 'stage_instances': [], 'afk_channel_id': None, 'max_members': 25000000, 'vanity_url_code': None, 'joined_at': '2025-09-01T14:17:41.156840+00:00', 'unavailable': False, 'premium_subscription_count': 0, 'channels': [{'version': 1756735950536, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1412077665254637619', 'flags': 0}, {'version': 1756735950554, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1412077665254637620', 'flags': 0}, {'version': 1756735950571, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412077665254637619', 'name': 'general', 'last_message_id': '1412098281554706623', 'id': '1412077665254637621', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1756735950584, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1412077665254637620', 'name': 'General', 'last_message_id': None, 'id': '1412077665254637622', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1756739193668, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1412077665254637620', 'nsfw': False, 'name': 'hi', 'last_message_id': None, 'id': '1412091267931832383', 'flags': 0, 'bitrate': 64000}], 'presences': [{'user': {'id': '1410659438976831609'}, 'status': 'online', 'processed_at_timestamp': 1756737762614, 'client_status': {'desktop': 'online'}, 'activities': []}, {'user': {'id': '1412072574342529095'}, 'status': 'online', 'processed_at_timestamp': 0, 'client_status': {'web': 'online'}, 'activities': []}], 'emojis': [], 'nsfw_level': 0, 'version': 1756739183760, 'afk_timeout': 300, 'safety_alerts_channel_id': None, 'region': 'deprecated', 'soundboard_sounds': []}}
[2025-09-01 22:53:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:18] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-09-01 22:53:20] [DEBUG   ] discord.client: Dispatching event ready
[2025-09-01 22:53:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 3, 'op': 0, 'd': {'member': {'user': {'username': 'bobzilla_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410659438976831609', 'global_name': 'Bobzilla', 'display_name_styles': None, 'display_name': 'Bobzilla', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:12:30.291000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1410659438976831609', 'suppress': False, 'session_id': 'e54d9eba6903083c434025450f7d9038', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1412077663777984594', 'discoverable': True, 'deaf': False, 'channel_id': '1412091267931832383'}}
[2025-09-01 22:53:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:24] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-09-01 22:53:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_START_TIME_UPDATE', 's': 4, 'op': 0, 'd': {'voice_start_time': 1756742004, 'id': '1412091267931832383', 'guild_id': '1412077663777984594'}}
[2025-09-01 22:53:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:24] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_START_TIME_UPDATE.
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-01T15:53:28.202000+00:00', 'pinned': False, 'nonce': '1412103069595860992', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:12:30.291000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1412103072968343715', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!join', 'components': [], 'channel_type': 0, 'channel_id': '1412077665254637621', 'author': {'username': 'bobzilla_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410659438976831609', 'global_name': 'Bobzilla', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1412077663777984594'}}
[2025-09-01 22:53:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:27] [DEBUG   ] discord.client: Dispatching event message
[2025-09-01 22:53:27] [DEBUG   ] discord.client: Dispatching event command
[2025-09-01 22:53:27] [INFO    ] discord.voice_state: Connecting to voice...
[2025-09-01 22:53:27] [INFO    ] discord.voice_state: Starting voice handshake... (connection attempt 1)
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 1412077663777984594, 'channel_id': 1412091267931832383, 'self_mute': False, 'self_deaf': False}}.
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Connection state changed to set_guild_voice_state
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 6, 'op': 0, 'd': {'member': {'user': {'username': 'Bobzilla', 'public_flags': 0, 'primary_guild': None, 'id': '1412072574342529095', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '3764', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412078967724441684'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:17:41.156840+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1412072574342529095', 'suppress': False, 'session_id': '8656475ef4a588142d41f29caba8ace6', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1412077663777984594', 'deaf': False, 'channel_id': '1412091267931832383'}}
[2025-09-01 22:53:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:27] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Connection state changed to got_voice_state_update
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_SERVER_UPDATE', 's': 7, 'op': 0, 'd': {'token': 'eea34964091e03a2', 'guild_id': '1412077663777984594', 'endpoint': 'c-lhr09-35c83b9a.discord.media:443'}}
[2025-09-01 22:53:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Connection state changed to got_both_voice_updates
[2025-09-01 22:53:27] [INFO    ] discord.voice_state: Voice handshake complete. Endpoint found: c-lhr09-35c83b9a.discord.media:443
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 0, 'd': {'server_id': '1412077663777984594', 'user_id': '1412072574342529095', 'session_id': '8656475ef4a588142d41f29caba8ace6', 'token': 'eea34964091e03a2'}}.
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Connection state changed to websocket_connected
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 8, 'd': {'v': 8, 'heartbeat_interval': 13750}}
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 2, 'd': {'streams': [{'type': 'video', 'ssrc': 33595, 'rtx_ssrc': 33596, 'rid': '', 'quality': 0, 'active': False}], 'ssrc': 33594, 'port': 19297, 'modes': ['aead_aes256_gcm_rtpsize', 'aead_aes256_gcm', 'aead_xchacha20_poly1305_rtpsize', 'xsalsa20_poly1305_lite_rtpsize', 'xsalsa20_poly1305_lite', 'xsalsa20_poly1305_suffix', 'xsalsa20_poly1305'], 'ip': '104.29.144.39', 'experiments': ['fixed_keyframe_interval']}}
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Connecting to voice socket
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Sending ip discovery packet
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Registering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x000001F27EFC7740>
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Unregistering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x000001F27EFC7740>
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Received ip discovery packet: b'\x00\x02\x00F\x00\x00\x83:31.205.113.205\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xf1\xc2'
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: detected ip: 31.205.113.205 port: 61890
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: received supported encryption modes: aead_xchacha20_poly1305_rtpsize, xsalsa20_poly1305_lite, xsalsa20_poly1305_suffix, xsalsa20_poly1305
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 1, 'd': {'protocol': 'udp', 'data': {'address': '31.205.113.205', 'port': 61890, 'mode': 'aead_xchacha20_poly1305_rtpsize'}}}.
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: selected the voice protocol for use (aead_xchacha20_poly1305_rtpsize)
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Connection state changed to got_ip_discovery
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 0, 'op': 11, 'd': {'user_ids': ['1410659438976831609']}}
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 1, 'op': 18, 'd': {'user_id': '1410659438976831609', 'flags': 2}}
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 2, 'op': 20, 'd': {'user_id': '1410659438976831609', 'platform': 0}}
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 4, 'd': {'video_codec': 'H264', 'secure_frames_version': 0, 'secret_key': [189, 127, 9, 230, 197, 191, 3, 116, 245, 147, 72, 203, 37, 211, 160, 8, 50, 104, 172, 153, 113, 121, 58, 217, 109, 165, 158, 49, 200, 140, 160, 152], 'mode': 'aead_xchacha20_poly1305_rtpsize', 'media_session_id': '3f3f8289c6e4fa02f8fbe7f51342c3bc', 'dave_protocol_version': 0, 'audio_codec': 'opus'}}
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: received secret key for voice connection
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 33594}}.
[2025-09-01 22:53:27] [DEBUG   ] discord.voice_state: Connection state changed to connected
[2025-09-01 22:53:27] [INFO    ] discord.voice_state: Voice connection complete.
[2025-09-01 22:53:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 3, 'op': 15, 'd': {'any': 100}}
[2025-09-01 22:53:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-01T15:53:28.754000+00:00', 'pinned': False, 'nonce': '7521572396434352799', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1412078967724441684'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:17:41.156840+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1412103075283337236', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Joined **hi**.', 'components': [], 'channel_type': 0, 'channel_id': '1412077665254637621', 'author': {'username': 'Bobzilla', 'public_flags': 0, 'primary_guild': None, 'id': '1412072574342529095', 'global_name': None, 'display_name_styles': None, 'discriminator': '3764', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1412077663777984594'}}
[2025-09-01 22:53:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:28] [DEBUG   ] discord.client: Dispatching event message
[2025-09-01 22:53:28] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1412077665254637621/messages with {"content":"Joined **hi**.","components":[],"nonce":"7521572396434352799","enforce_nonce":true,"tts":false} has returned 200
[2025-09-01 22:53:28] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-09-01 22:53:28] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1412077665254637621/messages has received {'type': 0, 'content': 'Joined **hi**.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-01T15:53:28.754000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1412103075283337236', 'channel_id': '1412077665254637621', 'author': {'id': '1412072574342529095', 'username': 'Bobzilla', 'avatar': None, 'discriminator': '3764', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7521572396434352799'}
[2025-09-01 22:53:28] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-09-01 22:53:32] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756742012898, 'seq_ack': 3}.
[2025-09-01 22:53:32] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756742012898, 'seq_ack': 3}}.
[2025-09-01 22:53:32] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756742012898}}
[2025-09-01 22:53:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 9, 'op': 0, 'd': {'member': {'user': {'username': 'Bobzilla', 'public_flags': 0, 'primary_guild': None, 'id': '1412072574342529095', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '3764', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1412078967724441684'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:17:41.156840+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1412072574342529095', 'suppress': False, 'session_id': '8656475ef4a588142d41f29caba8ace6', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1412077663777984594', 'deaf': False, 'channel_id': None}}
[2025-09-01 22:53:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:37] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-09-01 22:53:37] [DEBUG   ] discord.voice_state: We were externally disconnected from voice.
[2025-09-01 22:53:37] [INFO    ] discord.voice_state: The voice handshake is being terminated for Channel ID 1412091267931832383 (Guild ID 1412077663777984594)
[2025-09-01 22:53:37] [DEBUG   ] discord.voice_state: Connection state changed to disconnected
[2025-09-01 22:53:37] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 1412077663777984594, 'channel_id': None, 'self_mute': False, 'self_deaf': False}}.
[2025-09-01 22:53:37] [DEBUG   ] discord.gateway: Received voice WSMessage(type=<WSMsgType.CLOSING: 256>, data=None, extra=None)
[2025-09-01 22:53:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 10, 'op': 0, 'd': {'member': {'user': {'username': 'bobzilla_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410659438976831609', 'global_name': 'Bobzilla', 'display_name_styles': None, 'display_name': 'Bobzilla', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-01T14:12:30.291000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1410659438976831609', 'suppress': False, 'session_id': 'e54d9eba6903083c434025450f7d9038', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1412077663777984594', 'discoverable': True, 'deaf': False, 'channel_id': None}}
[2025-09-01 22:53:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:39] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-09-01 22:53:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_START_TIME_UPDATE', 's': 11, 'op': 0, 'd': {'voice_start_time': None, 'id': '1412091267931832383', 'guild_id': '1412077663777984594'}}
[2025-09-01 22:53:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:39] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_START_TIME_UPDATE.
[2025-09-01 22:53:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_STATUS_UPDATE', 's': 12, 'op': 0, 'd': {'status': None, 'id': '1412091267931832383', 'guild_id': '1412077663777984594'}}
[2025-09-01 22:53:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-01 22:53:39] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_STATUS_UPDATE.
